Day,Department,Section,course code,course name,teacher,time,room
Monday,BTE,BTE-34,MATH 211,Statistics,MSH3,11.30am-12.55pm,204
Monday,EEE,EEE-33,BUS 217,Professional Ethics,AJI,11.30am-12.55pm,D205L
Monday,CEN,CEN-36,CEN 100,Civil Engineering Drawing I,MAT,11.30am-12.55pm,109L
Monday,CEN,CEN-35,CEN 102,Civil Engineering Drawing II,MSH2,11.30am-12.55pm,D102L
Monday,CEN,CEN-33,CEN 207,Com. Programming,MTB,11.30am-12.55pm,D101L
Monday,CEN,CEN-31,CEN 311,Structural Analysis and Design I,MMS2,11.30am-12.55pm,CL1
Monday,CEN,CEN-30,CEN 417,Design of Steel Structures,MRA3,11.30am-12.55pm,CL2
Monday,LLB,LLB-33A,COL 360,Company Law,ABT,11.30am-12.55pm,308
Monday,CSE,CSE 35-B,CSE 123,Electronics,MAB,11.30am-12.55pm,213
Monday,CSE,CSE 34-B,CSE 211,Object-Oriented Programming,ZRC,11.30am-12.55pm,D301
Monday,CSE,CSE-31-B,CSE 317,Theory of Computing,CF-4 (New),11.30am-12.55pm,214
Monday,DBA,BBA-29-E,MGT 302,Entrepreneurship & Small Business,MIA2,11.30am-12.55pm,212
Monday,EEE,EEE-34,EEE 241,Electrical Machines I,MRT,11.30am-12.55pm,201L
Monday,EEE,EEE-32,EEE 314,Digital Electronics Lab,DKC,11.30am-12.55pm,301L
Monday,ENG,ENG-30B,ECO 100,Economics,MKM,11.30am-12.55pm,307
Monday,ENG,ENG-36A,ENL 102,History of English Literature – I,MBS,11.30am-12.55pm,222
Monday,ENG,ENG-34,ENL 205,Elizabethan and Restoration Drama,MMI,11.30am-12.55pm,219
Monday,ENG,ENG-33B,ENL 301,Romantic Literature – 2,RKM,11.30am-12.55pm,211
Monday,ENG,ENG-31B,FIN 200,Principles of Business Finance,MJN,11.30am-12.55pm,305
Monday,DBA,BBA-34-C,FIN 201,Principles of Insurance,MJN,11.30am-12.55pm,318
Monday,BFT,BFT-34 A,GMT 112,Sewing Technology Lab,SNA,11.30am-12.55pm,C510L
Monday,HRM,HRM-30,HRM 405,Organ. change and development (BBA-,MHF,11.30am-12.55pm,B204
Monday,DBA,BBA-33-C,HUM-100,Bangladesh Studies,ASR,11.30am-12.55pm,112
Monday,JRN,JRN-29,BPJ 313,Film Theory,MSZ,11.30am-12.55pm,MLAB
Monday,LLB,LLB-32A,LAB 354,Land Laws of Bangladesh,SSC,11.30am-12.55pm,118
Monday,LLB,LLB-35B,LOT 156,Law of Torts,MAP,11.30am-12.55pm,221
Monday,LLB,LLB-30,LRM462,Legal Research Methodology,MSA,11.30am-12.55pm,306
Monday,CEN,CEN-34,MATH 231,Differential Equations,FAH,11.30am-12.55pm,215
Monday,CSE,CSE 36-B,Math 115,Differential Calculus & Coordinate Geometry,MOG,11.30am-12.55pm,119
Monday,MKT,MKT-31,MKT 402,Marketing Research (BBA-,MMR3,11.30am-12.55pm,215
Monday,LLB,LLB-35A,MUL 154,Muslim law.,MZK,11.30am-12.55pm,117
Monday,BFT,BFT-31,PAT 312,Analysis of Creative Fas. Design Lab,MAI2,11.30am-12.55pm,D105L
Monday,EEE,EEE-36,PHY 112,PHYSICS-I LAB,MMU,11.30am-12.55pm,220L
Monday,CSE,CSE 32-B,STAT 235,Statistics,MSH3,11.30am-12.55pm,116
Monday,DBA,BBA-32-D,STS 201,Research Methodology,MSH,11.30am-12.55pm,118
Monday,BFT,BFT-32,TEX 316,Textile Design & Surface Ornamentation Lab,MFC,11.30am-12.55pm,D302L
Monday,BTE,BTE-31,TEX 317,Fabric Structure & Design,MSM2,11.30am-12.55pm,D104L
Monday,BTE,BTE-29-FME,TEX 474,Special Fabric Manufacturing,ZBS,11.30am-12.55pm,C602L
Monday,BTE,BTE-30-WPE,TEX 481,Maint. of Wet Processing Machinery Lab,MRK,11.30am-12.55pm,302L
Monday,BTE,BTE-29-AME,TEX 495,Apparel Manufacturing Engineering -IV,PMA,11.30am-12.55pm,101L
Monday,JRN,JRN-36,BPJ 103,Concept of Communication,MDA,1.30pm-02.55pm,D304
Monday,JRN,JRN-31,BPJ 405,Communication Theories,TAE,1.30pm-02.55pm,D305
Monday,BTE,BTE-34,BUS 321,Business Communicative English,SKT,1.30pm-02.55pm,D104
Monday,DBA,BBA-34-C,BUS 200,Business Communication,DUG,1.30pm-02.55pm,119
Monday,DBA,BBA-30-B,BUS 201,Business Law,MSS2,1.30pm-02.55pm,215
Monday,DBA,BBA-30-D,BUS 201,Business Law,MMR3,1.30pm-02.55pm,110
Monday,CEN,CEN-35,CEN 102,Civil Engineering Drawing II,MSH2,1.30pm-02.55pm,109L
Monday,CEN,CEN-34,CEN 208,Quantity Surveying,MMS2,1.30pm-02.55pm,D102L
Monday,CEN,CEN-32,CEN 311,Structural Analysis and Design I,JAB,1.30pm-02.55pm,D101L
Monday,CEN,CEN-31,CEN 343,Geotechnical Engineering II,ADA,1.30pm-02.55pm,CL1
Monday,CEN,CEN-30,CEN 461,Irrigation & Flood Control,MAT,1.30pm-02.55pm,CL2
Monday,LLB,LLB-30,CRI 451,Criminology,MAP,1.30pm-02.55pm,306
Monday,CSE,CSE 36-A,CSE 111,Com. Fund. & Programming Tech.,MAE,1.30pm-02.55pm,119
Monday,CSE,CSE 32-B,CSE 221,Database Management Systems,MTM2,1.30pm-02.55pm,116
Monday,CSE,CSE 31-B,CSE 323,Com. Networks,MAI3,1.30pm-02.55pm,214
Monday,CSE,CSE-30-A,CSE 421,Com. Graphics,MFF,1.30pm-02.55pm,208
Monday,CSE,CSE 32-A,CSE 435,Data Communication,CF-3 (New),1.30pm-02.55pm,D301
Monday,DBA,BBA-33-E,HUM-100,Bangladesh Studies,FSC,1.30pm-02.55pm,206
Monday,EEE,EEE-35,ECO 100,Economics,AZM,1.30pm-02.55pm,D201L
Monday,EEE,EEE-33,EEE 243,Electromagnetic Fields and Waves,AJI,1.30pm-02.55pm,301L
Monday,CSE,CSE 36-B,ENG 101,Composition,SKT,1.30pm-02.55pm,310
Monday,ENG,ENG-34,ENG 200,Advanced Reading Strategy & Writing,AHF,1.30pm-02.55pm,219
Monday,ENG,ENG-30A,ENL 406,Classics in Translation II,MMI,1.30pm-02.55pm,111
Monday,ENG,ENG-33B,ENL 303,American Literature I,MTA,1.30pm-02.55pm,222
Monday,ENG,ENG-31A,ENL 401,19th Century Literature – III,MIA,1.30pm-02.55pm,110
Monday,DBA,BBA-32-C,FIN 300,Financial Management,MKI,1.30pm-02.55pm,112
Monday,DBA,BBA-30-C,FIN 302,Financial Market and Institution,MFR,1.30pm-02.55pm,214
Monday,LLB,LLB-35A,HIL 157,Hindu Law,RRS,1.30pm-02.55pm,307
Monday,ENG,ENG-33A,HIS 203,General History and Western History Highlights,MFC2,1.30pm-02.55pm,211
Monday,EEE,EEE-36,HIST-101,Hist. of the Emer. of Ind. Bang.,FSC,1.30pm-02.55pm,105L
Monday,BTE,BTE-35-D,HUM 100,Bangladesh Studies,MSW,1.30pm-02.55pm,312
Monday,CSE,CSE 34-B,HUM 100,Bangladesh Studies,KCB,1.30pm-02.55pm,308
Monday,JRN,JRN-29,BPJ 314,Film Theory and Appreciation,MSZ,1.30pm-02.55pm,M.LAB
Monday,LLB,LLB-29,CRP 454,Code of Criminal Procedure II.,MZK,1.30pm-02.55pm,305
Monday,LLB,LLB-33A,LTP 256,Law of Transfer of Property,ABT,1.30pm-02.55pm,117
Monday,DBA,BBA-33-D,MAT 101,BM II,MRA2,1.30pm-02.55pm,113
Monday,CSE,CSE 35-B,MATH 125,Integral Calculus and Vector Analysis,NKC,1.30pm-02.55pm,213
Monday,EEE,EEE-34,MEC 213,Fund. of Mechanical Engineering,MRT,1.30pm-02.55pm,D205L
Monday,MKT,MKT-31,MKT 401,Advertising and Promotion,MNT,1.30pm-02.55pm,208
Monday,LLB,LLB-32B,PDR 355,Law of Reg. and Rec. of Pub. Dem.,MSA,1.30pm-02.55pm,221
Monday,CEN,CEN-36,PHY 111,Physics I,MMU,1.30pm-02.55pm,B205
Monday,LLB,LLB-33B,PIL 258,Public International Law I,MAT2,1.30pm-02.55pm,312
Monday,BTE,BTE-29-FME,TEX 473,Fabric Manufacturing -III Lab,ZBS,1.30pm-02.55pm,101 L
Monday,DBA,BBA-32-C,ACC 301,Management Accounting,MPS,3.00pm-4.25pm,110
Monday,LLB,LLB-30,ADL 457,Administrative Law,ABT,3.00pm-4.25pm,221
Monday,BFT,BFT-36,ART 100,Basic Art and Sketch Lab,RHS,3.00pm-4.25pm,D105L
Monday,BFT,BFT-36,ART 100,Basic Art and Sketch Lab,RHS,3.00pm-4.25pm,D105L
Monday,JRN,JRN-29,BPJ 316,Editorial Writing,MPC2,3.00pm-4.25pm,204
Monday,JRN,JRN-31,BPJ 405,Communication Theories,TAE,3.00pm-4.25pm,D305
Monday,BTE,BTE-35-D,MATH 121,Mathematics-ll,MOG,3.00pm-4.25pm,119
Monday,BFT,BFT-30+31,BUS 221,Consumer Behavior,AZM,3.00pm-4.25pm,222
Monday,CEN,CEN-34,CEN 208,Quantity Surveying,MMS2,3.00pm-4.25pm,D102L
Monday,CEN,CEN-32,CEN 316,Concrete Structure Sessional,MJA2,3.00pm-4.25pm,CL1
Monday,CEN,CEN-31,CEN 353,Transportation Engineering II,MAT,3.00pm-4.25pm,109L
Monday,CEN,CEN-30,CEN 412,Structural Analysis and Design Sessional II,ADA,3.00pm-4.25pm,CL2
Monday,EEE,EEE-35,CHEM-111,Chemistry,MSA5,3.00pm-4.25pm,105L
Monday,LLB,LLB-32B,CPC 353,Code of Civil Procedure I,MRI3,3.00pm-4.25pm,305
Monday,CSE,CSE 32-A,CSE 221,Database Management Systems,CF-3 (New),3.00pm-4.25pm,116
Monday,BFT,BFT-33,CSE 322,E-Fas. II Lab,MAI2,3.00pm-4.25pm,223L
Monday,CSE,CSE 30-A,CSE 411,Compiler,MMR,3.00pm-4.25pm,310
Monday,CSE,CSE 29-B,CSE 443,Mobile and Telecommunication,MTA4,3.00pm-4.25pm,211
Monday,DBA,BBA-29-C,MGT 303,Operation and management of NGOs,MHF,3.00pm-4.25pm,212
Monday,DBA,BBA-33-E,ECO 200,Macro Economics,MPC,3.00pm-4.25pm,112
Monday,EEE,EEE-33,EEE 221,Electronics II,MRT,3.00pm-4.25pm,D205L
Monday,ENG,ENG-30A,ENG 201,Technical Writing,MAY,3.00pm-4.25pm,D301
Monday,DBA,BBA-34-C,ENG-200,Advanced Reading Strategy & Writing,MFC2,3.00pm-4.25pm,208
Monday,ENG,ENG-35,ENL 101,Intro. to Literary Genres and Terms,MMI,3.00pm-4.25pm,219
Monday,ENG,ENG-36A,ENL 105,English Short Stories,MRF,3.00pm-4.25pm,218
Monday,ENG,ENG-34,ENL 202,Seventeenth Century Prose and Drama,MTM,3.00pm-4.25pm,318
Monday,ENG,ENG-31A,ENL 402,20th Century Poetry,RKM,3.00pm-4.25pm,306
Monday,DBA,BBA-32-D,FIN 300,Financial Management,MKI,3.00pm-4.25pm,221
Monday,DBA,BBA-30-D,FIN 302,Financial Market and Institution,MFR,3.00pm-4.25pm,D304
Monday,BFT,BFT-34 B,GMT 112,Sewing Technology Lab,SNA,3.00pm-4.25pm,C510L
Monday,BFT,BFT-34 B,GMT 112,Sewing Technology Lab,SNA,3.00pm-4.25pm,C510L
Monday,LLB,LLB-35-B,HIL157,Hindu Law,RRS,3.00pm-4.25pm,117
Monday,JRN,JRN-36,ENG 101,Composition,MIA,3.00pm-4.25pm,D304
Monday,LLB,LLB-34B,LIL 254,Labor & Industrial Law,MSH4,3.00pm-4.25pm,307
Monday,LLB,LLB-32A,PEL 451,Penal Laws I.,MZK,3.00pm-4.25pm,308
Monday,EEE,EEE-32,MATH 225,Statistics & Probability,MSH3,3.00pm-4.25pm,B204
Monday,DBA,BBA-33-D,MKT 300,Marketing Management,MIA2,3.00pm-4.25pm,111
Monday,LLB,LLB-33A,PIL 258,Public International Law I,MAT2,3.00pm-4.25pm,315
Monday,BFT,BFT-32,TEX 316,Textile Design & Surface Ornamentation Lab,MFC,3.00pm-4.25pm,D302L
Monday,BTE,BTE-29-WPE,TEX 487,Application of Com. in WPT,KSM,3.00pm-4.25pm,302 L
Monday,ACC,ACC-31,ACC 403,Strategic Management Accounting (BBA-,MPS,4.30pm-5.55pm,B204
Monday,BFT,BFT-36,ART 111,Fas. Art & Color Concept,RHS,4.30pm-5.55pm,D302L
Monday,BFT,BFT-32,PAT 224,Draping II: Evening Gown Lab,AIT,4.30pm-5.55pm,D105L
Monday,BTE,BTE-32,TEX 321,Wet Processing Engineering-ll,MIK,4.30pm-5.55pm,D104
Monday,DBA,BBA-34-A,BUS 200,Business Communication,MSS2,4.30pm-5.55pm,219
Monday,CEN,CEN-34,CEN 213,Mechanics of Solids II,MST,4.30pm-5.55pm,D102L
Monday,CEN,CEN-32,CEN 316,Concrete Structure Sessional,MJA2,4.30pm-5.55pm,CL1
Monday,CEN,CEN-30,CEN 412,Structural Analysis and Design Sessional II,ADA,4.30pm-5.55pm,CL2
Monday,CEN,CEN-28,CEN 453,Transportation Engineering IV,AHT,4.30pm-5.55pm,D101L
Monday,LLB,LLB-32A,CPC 353,Code of Civil Procedure I,MRI3,4.30pm-5.55pm,117
Monday,CSE,CSE 36-A2,CSE 112,Com. Fund. & Programming Tech.s Lab,MFA2,4.30pm-5.55pm,B601L
Monday,BFT,BFT-33,CSE 322,e-Fas. II Lab,MAI2,4.30pm-5.55pm,223L
Monday,CSE,CSE 31-C,CSE 334,Com. Peripherals and Interfacing Lab,MEC,4.30pm-5.55pm,303L
Monday,CSE,CSE-30-A,CSE 341,Artificial Intelligence,MFJ1,4.30pm-5.55pm,211
Monday,CSE,CSE 29-B,CSE 443,Digital Image Processing,CF-3 (New),4.30pm-5.55pm,116
Monday,DBA,BBA-33-B,HUM-100,Bangladesh Studies,FSC,4.30pm-5.55pm,305
Monday,DBA,BBA-33-A,ECO 200,Macro Economics,MPC,4.30pm-5.55pm,D301
Monday,EEE,EEE-33,EEE 251,Electrical Machine II,MSM,4.30pm-5.55pm,D201L
Monday,LLB,LLB-34B,ENG 103,English for Law,RRS,4.30pm-5.55pm,118
Monday,ENG,ENG-34,HIS 102,History of Western Thoughts,MAY,4.30pm-5.55pm,219
Monday,ENG,ENG-35,ENL 104,Elizabethan and Seventeenth Century Poetry,MMR2,4.30pm-5.55pm,218
Monday,BFT,BFT-33 B,GMT 212,Garment Assembly Lab,SNA,4.30pm-5.55pm,C510L
Monday,ENG,ENG-36A,HIST-101,Hist. of the Emer. of Ind. Bang.,ASR,4.30pm-5.55pm,318
Monday,EEE,EEE-35,HUM-100,Bangladesh Studies,MSW,4.30pm-5.55pm,105L
Monday,JRN,JRN-29,BPJ 316,Editorial Writing,MPC2,4.30pm-5.55pm,305
Monday,LLB,LLB-30,LOE 455,Law of Evidence.,MZK,4.30pm-5.55pm,306
Monday,BTE,BTE-34,MECH 113,Workshop Practice,CMA,4.30pm-5.55pm,101L
Monday,CSE,CSE 32-A,STAT 235,Statistics,MAIs,4.30pm-5.55pm,D301
Monday,DBA,BBA-34-C,STS 200,Business Statistics,MSH3,4.30pm-5.55pm,208
Monday,BTE,BTE-30-AME,TEX 490,Maint. of Apparel Manufacturing Machinery,MTJ,4.30pm-5.55pm,C 602 L
Tuesday,LLB,LLB-32B,BSL 359,Banking and Security Law –,MAT2,8.30am-09.55am,221
Tuesday,CEN,CEN-28,CEN 453,Transportation Engineering IV,AHT,8.30am-09.55am,CL1
Tuesday,CSE,CSE 33-C,CSE 233,Com. Organization and Architecture,CF-4 (New),8.30am-09.55am,117
Tuesday,DBA,BBA-33-A,MAT 101,Business Mathematics II,DSK,8.30am-09.55am,206
Tuesday,EEE,EEE-31,EEE 361,Power System Analysis,MSM,8.30am-09.55am,D201L
Tuesday,EEE,EEE-30,EEE 363,Power System Protection,MRI2,8.30am-09.55am,D205L
Tuesday,ENG,ENG-30A,ENG 202,English for Professional Purpose,MIA,8.30am-09.55am,307
Tuesday,ENG,ENG-29B,ENL 408,Intro. to Old and Middle English Literature,MAY,8.30am-09.55am,D305
Tuesday,ENG,ENG-33B,ENL 204,Eighteenth Century Literature,MRF,8.30am-09.55am,211
Tuesday,BBA,BBA-31,HRM 403,International Management (BBA-,MRS2,8.30am-09.55am,119
Tuesday,JRN,JRN-36,HIST 101,Hist. of the Emer. of Ind. Bang.,ASR,8.30am-09.55am,214
Tuesday,LLB,LLB-34A,LIL 254,Labor & Industrial Law -,MSH4,8.30am-09.55am,112
Tuesday,LLB,LLB-31,ABP 257,"Law of Agency, Bailment and Partnership",MAP,8.30am-09.55am,110
Tuesday,LLB,LLB-33B,LTP 256,Law of Transfer of Property,ABT,8.30am-09.55am,118
Tuesday,LLB,LLB-32B,PDR 355,Law of Reg. and Rec. of Pub. Dem.,MSA,8.30am-09.55am,113
Tuesday,DBA,BBA-34-A,STS 200,Business Statistics,MAIs,8.30am-09.55am,219
Tuesday,LLB,LLB-31,ABP 257,"Law of Agency, Bailment and Partnership",MAP,10.00am-11.25am,315
Tuesday,DBA,BBA-32-A,ACC 301,Management Accounting,MPS,10.00am-11.25am,305
Tuesday,SEC,BBA-32-D,ACC 301,Management Accounting,MPS,10.00am-11.25am,214
Tuesday,SEC,SEC-30,ACC 403,Advanced Auditing (BBA-,MSS2,10.00am-11.25am,B204
Tuesday,BFT,BFT-36,ART 111,Fas. Art & Color Concept,RHS,10.00am-11.25am,D302L
Tuesday,BFT,BFT-29,BUS 413,Fas. Marketing & Visual Merch. (Theory+Lab),SNA,10.00am-11.25am,C510L
Tuesday,BFT,BFT-32,PAT 224,Draping II: Evening Gown Lab,AIT,10.00am-11.25am,D105L
Tuesday,JRN,JRN-34,BPJ 207,Contemporary World Affairs,PKS,10.00am-11.25am,D305
Tuesday,MJR,MJR-35+36,BPJ 603,Media Research & Cultural Analysis,MDA,10.00am-11.25am,MLAB
Tuesday,BTE,BTE-31+32,HUM 421,Accounting and Marketing,MKM,10.00am-11.25am,101L
Tuesday,BTE,BTE-32,TEX 321,Wet Processing Engineering-ll,MIK,10.00am-11.25am,D104
Tuesday,CEN,CEN-28,CEN 417,Design of Steel Structures,ADA,10.00am-11.25am,CL2
Tuesday,CEN,CEN-30,CEN 431,Environmental Engineering III,MJA2,10.00am-11.25am,CL1
Tuesday,CEN,CEN-30,CEN 452,Transportation Engineering Sessional II,AHT,10.00am-11.25am,D101L
Tuesday,CHN,CEN-35,CHEM 111,Chemistry I,MJA,10.00am-11.25am,D102L
Tuesday,LLB,LLB-33B,COL 25,Company Law,ABT,10.00am-11.25am,118
Tuesday,CSE,CSE 33-A,CSE 233,Com. Organization and Architecture,MTA4,10.00am-11.25am,112
Tuesday,CSE,CSE 33-C,CSE 233,Com. Organization and Architecture,CF-4 (New),10.00am-11.25am,318
Tuesday,CSE,CSE 31-B,CSE 321,Software Engineering,CF-2 (New),10.00am-11.25am,113
Tuesday,CSE,CSE 31-C,CSE 321,Software Engineering,MFA2,10.00am-11.25am,212
Tuesday,CSE,CSE 31-A,CSE 333,Com. Peripherals and Interfacing,CF-1 (New),10.00am-11.25am,310
Tuesday,CSE,CSE 31-A,CSE 334,Com. Peripherals and Interfacing Lab,MTB,10.00am-11.25am,303L
Tuesday,CSE,CSE 31-C,CSE 334,Com. Peripherals and Interfacing Lab,MEC,10.00am-11.25am,303L
Tuesday,CSE,CSE 29-A,CSE 341,Artificial Intelligence,MFJ1,10.00am-11.25am,222
Tuesday,CSE,CSE-30-B,CSE 341,Artificial Intelligence,MFJ1,10.00am-11.25am,211
Tuesday,CSE,CSE 32-A,CSE 413,Micro. and Assembly Programming,MTM2,10.00am-11.25am,116
Tuesday,CSE,CSE 29-A,CSE 443,Mobile and Telecommunication,MEC,10.00am-11.25am,306
Tuesday,DBA,BBA-33-B,MAT 101,Business Mathematics II,DSK,10.00am-11.25am,310
Tuesday,DBA,BBA-35-C,ECO 100,Micro Economics,MRS2,10.00am-11.25am,222
Tuesday,DBA,BBA-33-B,ECO 200,Macro Economics,MPC,10.00am-11.25am,D301
Tuesday,EEE,EEE-30,EEE 331,Micro. & Interfacing,MRI2,10.00am-11.25am,D205L
Tuesday,EEE,EEE-29,EEE 463,High Voltage Engineering,DAZ,10.00am-11.25am,301L
Tuesday,EEE,EEE-31,EEE 467,Renewable Energy Conversion,MSM,10.00am-11.25am,D201L
Tuesday,BFT,BFT-35,ENG 102,Public speaking,MAY,10.00am-11.25am,305
Tuesday,ENG,ENG-29A,ENG 201,Technical Writing,RKM,10.00am-11.25am,214
Tuesday,ENG,ENG-30B,ENG 202,English for Professional Purpose,MIA,10.00am-11.25am,B204
Tuesday,ENG,ENG-29B,ENL 405,Literary Theory II,MMI,10.00am-11.25am,215
Tuesday,ENG,ENG-30A,ENL 407,20th Century Literature II,MFT,10.00am-11.25am,218
Tuesday,BFT,BFT-35,FASH 221,Fas. History I,MFC,10.00am-11.25am,306
Tuesday,DBA,BBA-34-C,FIN 200,Principles of Business Finance,MTY,10.00am-11.25am,208
Tuesday,DBA,BBA-30-B,FIN 302,Financial markets & Institutions,MKI,10.00am-11.25am,312
Tuesday,BFT,BFT-33 B,GMT 212,Garment Assembly Lab,SNA,10.00am-11.25am,C510L
Tuesday,BFT,BFT-33,GMT 260,Pro. Dev. & Reeng. (Theory+Lab),MAI2,10.00am-11.25am,D105L
Tuesday,BFT,BFT-36,HIST 101,Hist. of the Emer. of Ind. Bang.,ASR,10.00am-11.25am,221
Tuesday,JRN,JRN-31,ECO 319,Economics,MKM,10.00am-11.25am,D304
Tuesday,LLB,LLB-36B,JUR 152,Jurisprudence,RRS,10.00am-11.25am,221
Tuesday,LLB,LLB-34A,CLB-250,Constitutional Law of BD.,MRI3,10.00am-11.25am,307
Tuesday,BTE,BTE-36-D,MATH 111,Mathematics-l,FAH,10.00am-11.25am,D104L
Tuesday,CSE,CSE 33-B,MATH 215,Linear Algebra,MOG,10.00am-11.25am,211
Tuesday,BTE,BTE-34,MECH 113,Workshop Practice,CMA,10.00am-11.25am,302L
Tuesday,BTE,BTE-34,MECH 321,Elements of Mechanical Engineering,CMA,10.00am-11.25am,302L
Tuesday,DBA,BBA-33-D,MGT 201,Organ. Behavior,DUG,10.00am-11.25am,315
Tuesday,LLB,LLB-32B,PEL 451,Penal Laws I.,MZK,10.00am-11.25am,308
Tuesday,DBA,BBA-35-B,STS 100,Basic Statistics,MAIs,10.00am-11.25am,219
Tuesday,BFT,BFT-32,TEX 221,Dyeing & Printing,MIK,10.00am-11.25am,D302L
Tuesday,BTE,BTE-33,TEX 225,Textile Testing & Quality Control-l,KSM,10.00am-11.25am,117
Tuesday,BTE,BTE-33,TEX 226,Textile Testing & Quality Control-l Lab,KSM,10.00am-11.25am,101-L
Tuesday,BTE,BTE-30-AME,TEX 491,Maint. of Apparel Manuf. Machinery Lab,MTJ,10.00am-11.25am,C 602 L
Tuesday,BTE,BTE-30-AME,TEX 493,Apparel Manufacturing Engineering -III Lab,MTJ,10.00am-11.25am,C 602 L
Tuesday,DBA,BBA-32-A,ACC 300,Auditing,MSS2,11.30am-12.55pm,212
Tuesday,BFT,BFT-29,BUS 413,Fas. Marketing & Visual Merch. (Theory+Lab),SNA,11.30am-12.55pm,C510L
Tuesday,JRN,JRN-34,BPJ 208,Journalistic English,TAE,11.30am-12.55pm,D305
Tuesday,JRN,JRN-31,BPJ 401,Depth Reporting,MPC2,11.30am-12.55pm,307
Tuesday,MJR,MJR-35+36-A,BPJ 616,Global Journalism,PKS,11.30am-12.55pm,M.LAB
Tuesday,BTE,BTE-36-D,CHEM 111,Chemistry-l,MJA,11.30am-12.55pm,D104L
Tuesday,DBA,BBA-30-C,BUS 201,Business Law,MIA2,11.30am-12.55pm,315
Tuesday,CEN,CEN-31,CEN 363,Hydrology,MJA2,11.30am-12.55pm,CL1
Tuesday,CEN,CEN-28,CEN 403,Professional Practices & Communication,ADA,11.30am-12.55pm,CL2
Tuesday,CEN,CEN-30,CEN 451,Transportation Engineering III,AHT,11.30am-12.55pm,D102L
Tuesday,CEN,CSE 35-B,CHEM-111,Chemistry,MJA,11.30am-12.55pm,213
Tuesday,CSE,CSE 31-B,CSE 333,Com. Peripherals and Interfacing,CF-4 (New),11.30am-12.55pm,110
Tuesday,CSE,CSE 31-A,CSE 334,Com. Peripherals and Interfacing Lab,MTB,11.30am-12.55pm,303L
Tuesday,CSE,CSE 30-B,CSE 341,Artificial Intelligence,MFJ1,11.30am-12.55pm,213
Tuesday,DBA,BBA-36-B,ENG 101,Composition,MJA3,11.30am-12.55pm,310
Tuesday,DBA,BBA-33-D,ECO 200,Macro Economics,MMR3,11.30am-12.55pm,312
Tuesday,CSE,CSE 33-C,ECO 213,Economics,MPC,11.30am-12.55pm,118
Tuesday,EEE,EEE-33,EEE 251,Electrical Machine II,MSM,11.30am-12.55pm,D201L
Tuesday,EEE,EEE-31,EEE 311,Measurement and Instrumentation,MRT,11.30am-12.55pm,105L
Tuesday,EEE,EEE-30,EEE 331,Micro. & Interfacing,MRI2,11.30am-12.55pm,D205L
Tuesday,BTE,BTE-31+32,EEE 441,Elements of Micro. Robotics Control Engineering,MRI2,11.30am-12.55pm,222
Tuesday,EEE,EEE-29,EEE 463,High Voltage Engineering,DAZ,11.30am-12.55pm,301L
Tuesday,BFT,BFT-35,ENG 102,Public speaking,MAY,11.30am-12.55pm,306
Tuesday,ENG,ENG-29A,ENL 408,Intro. To Old and Middle English Literature,MBS,11.30am-12.55pm,206
Tuesday,ENG,ENG-34,ENL 205,Elizabethan and Restoration Drama,MMI,11.30am-12.55pm,318
Tuesday,ENG,ENG-33A,ENL 301,Romantic Literature – 2,RKM,11.30am-12.55pm,208
Tuesday,ENG,ENG-30A,ENL 405,Literary Theory II,MHC,11.30am-12.55pm,218
Tuesday,ENG,ENG-30B,ENL 407,20th Century Literature II,MFT,11.30am-12.55pm,B205
Tuesday,DBA,BBA-31-D,FIN 301,Law & Practices of Banking,MKI,11.30am-12.55pm,312
Tuesday,DBA,BBA-30-A,FIN 302,Financial Market and Institution,MFR,11.30am-12.55pm,318
Tuesday,BFT,BFT-33,GMT 260,Pro. Dev. & Reeng. (Theory+Lab),MAI2,11.30am-12.55pm,D105L
Tuesday,LLB,LLB-36B,HIST-101,Hist. of the Emer. of Ind. Bang.,FSC,11.30am-12.55pm,215
Tuesday,JRN,JRN-36,BPJ 102,Concept of Journalism,MDA,11.30am-12.55pm,D304
Tuesday,LLB,LLB-32A,LAB 354,Land Laws of Bangladesh,SSC,11.30am-12.55pm,112
Tuesday,LLB,LLB-34B,CLB-250,Constitutional Law of BD.,MRI3,11.30am-12.55pm,116
Tuesday,LLB,LLB-33A,LTP 256,Law of Transfer of Property,ABT,11.30am-12.55pm,308
Tuesday,DBA,BBA-35-C,MAT 100,Business Mathematics I,FAH,11.30am-12.55pm,208
Tuesday,BTE,BTE-34,MECH 321,Elements of Mechanical Engineering,CMA,11.30am-12.55pm,101L
Tuesday,DBA,BBA-32-D,MGT 302,Entrepreneurship & Small Business,MKM,11.30am-12.55pm,119
Tuesday,LLB,LLB-35B,MUL 154,Muslim Law,MAP,11.30am-12.55pm,113
Tuesday,LLB,LLB-31,PEL 461,Penal Laws II.,MZK,11.30am-12.55pm,110
Tuesday,EEE,EEE 36,PHY 111,PHYSICS-I,MMU,11.30am-12.55pm,204
Tuesday,DBA,BBA-32-C,STS 201,Research Methodology,MSH3,11.30am-12.55pm,113
Tuesday,BTE,BTE-30-WPE,TEX 487,Application of Com. in WPT,KSM,11.30am-12.55pm,C602L
Tuesday,DBA,BBA-36-B,ACC 100,Financial Accounting,MOF,1.30pm-02.55pm,222
